Id,Brand,Movement,Case material,Bracelet material,Condition,Scope of delivery,Gender,Price,Availability,Watches Sold by the Seller
13189,Mondia,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,277.0,Item is in stock,42.0
13190,Tissot,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,635.0,Item is in stock,1177.0
13191,Piaget,Manual winding,Yellow gold,Yellow gold,Used (Very good),"No original box, no original papers",,13500.0,Item is in stock,231.0
13192,Terra Cielo Mare,Manual winding,Steel,,New,"Original box, original papers",Men's watch/Unisex,2477.0,Item is in stock,1038.0
13193,De Bethune,Manual winding,Rose gold,Crocodile skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,150000.0,Item is in stock,239.0
13194,RSW,Automatic,Steel,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,465.0,Item is in stock,
13195,IWC,Automatic,Steel,,Used (Very good),"Original papers, no original box",Men's watch/Unisex,4999.0,Item needs to be procured,22.0
13196,Louis Vuitton,Quartz,,,Used (Very good),"Original box, original papers",Women's watch,1627.0,Item is in stock,342.0
13197,Panerai,Automatic,Steel,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,6350.0,Item is in stock,425.0
13198,Gruen,Manual winding,Gold-plated,Gold-plated,Used (Very good),"No original box, no original papers",Men's watch/Unisex,618.0,Item is in stock,
13199,F.P.Journe,Manual winding,Platinum,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,115750.0,Item is in stock,243.0
13200,Dewitt,Automatic,Titanium,,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,17890.0,Item is in stock,1369.0
13201,A. Lange & Söhne,Manual winding,,,Used (Very good),"Original box, original papers",,181500.0,Item is in stock,895.0
13202,DeLaCour,Automatic,Titanium,Crocodile skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,2225.0,Item is in stock,
13203,Jaquet-Droz,Automatic,Rose gold,Satin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,23880.0,Item is in stock,284.0
13204,Revue Thommen,Manual winding,,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,647.0,Item is in stock,17875.0
13205,Louis Vuitton,Automatic,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,2682.0,Item is in stock,6080.0
13206,TW Steel,Quartz,Steel,,Like new & unworn,"Original box, original papers",Women's watch,216.0,Item is in stock,14642.0
13207,Milus,Automatic,Steel,Textile,Used (Very good),"No original box, no original papers",,4264.0,Item is in stock,203.0
13208,Eberhard & Co.,Automatic,Rose gold,Crocodile skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,8405.0,Item is in stock,124.0
13209,Gérald Genta,Quartz,Steel,,Used (Fair),"Original box, no original papers",,6798.0,Item needs to be procured,1641.0
13210,Paul Picot,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,3362.0,Item is in stock,165.0
13211,Roger Dubuis,Automatic,,,Used (Very good),"Original box, original papers",Women's watch,14700.0,Item needs to be procured,778.0
13212,Raymond Weil,Quartz,Steel,Steel,Used (Very good),"No original box, no original papers",Women's watch,949.0,Item needs to be procured,522.0
13213,Lip,,Gold-plated,Ostrich skin,Used (Good),"Original box, no original papers",Men's watch/Unisex,868.0,Item is in stock,
13214,JeanRichard,Automatic,Steel,Crocodile skin,New,"No original box, no original papers",Men's watch/Unisex,2061.0,Item is in stock,1474.0
13215,Cvstos,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,,Item available on request,310.0
13216,Chanel,Automatic,Ceramic,Ceramic,Used (Good),"No original box, no original papers",Men's watch/Unisex,5549.0,Item is in stock,19.0
13217,Revue Thommen,Automatic,Steel,,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,578.0,Item is in stock,1369.0
13218,Hanhart,Automatic,Steel,Leather,Used (Good),"Original box, original papers",Men's watch/Unisex,1627.0,Item is in stock,
13219,Baume & Mercier,Manual winding,Yellow gold,Lizard skin,,"No original box, no original papers",Women's watch,2500.0,Item is in stock,405.0
13220,Edox,Automatic,Steel,Steel,Used (Good),"Original box, original papers",Men's watch/Unisex,653.0,Item is in stock,17875.0
13221,Milus,Quartz,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,220.0,Item is in stock,760.0
13222,IWC,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,4745.0,Item is in stock,1136.0
13223,Hanhart,Manual winding,Steel,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,1880.0,Item is in stock,57.0
13224,Cvstos,Automatic,Sapphire crystal,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,,Item is in stock,14.0
13225,Van Cleef & Arpels,Quartz,White gold,Leather,Used (Fair),"No original box, no original papers",Women's watch,4701.0,Item is in stock,17875.0
13226,Movado,Quartz,Steel,Steel,New,"Original box, original papers",Women's watch,535.0,Item is in stock,445.0
13227,Breguet,Automatic,Yellow gold,Leather,Used (Very good),"No original box, no original papers",,18500.0,Item is in stock,231.0
13228,Norqain,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,3416.0,Item is in stock,1072.0
13229,Baltic,Automatic,Steel,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,1500.0,Item is in stock,
13230,Czapek,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,21149.0,Item is in stock,
13231,Pierre Kunz,Manual winding,White gold,Crocodile skin,Used (Very good),"No original box, no original papers",,9739.0,Item is in stock,1178.0
13232,Raketa,,Gold-plated,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,195.0,Item is in stock,
13233,Chopard,Automatic,Titanium,Titanium,New,"Original box, original papers",Men's watch/Unisex,17450.0,Item is in stock,1281.0
13234,Vostok,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,346.0,Item is in stock,805.0
13235,Swatch,,,Ostrich skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,535.0,Item is in stock,
13236,Raketa,Manual winding,,,Used (Good),"No original box, no original papers",Men's watch/Unisex,154.0,Item is in stock,
13237,Zodiac,,,,Used (Very good),"No original box, no original papers",Men's watch/Unisex,395.0,Item is in stock,
13238,Jaeger-LeCoultre,Manual winding,Steel,Rubber,Used (Good),"No original box, no original papers",Men's watch/Unisex,11500.0,Item is in stock,306.0
13239,Wittnauer,Manual winding,,Leather,Used (Good),"No original box, no original papers",Men's watch/Unisex,1172.0,Item is in stock,
13240,Bulova,Automatic,Steel,Leather,,"No original box, no original papers",Men's watch/Unisex,925.0,Item is in stock,405.0
13241,Casio,Solar,,,New,"No original box, no original papers",,1177.0,Item is in stock,3061.0
13242,Police,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,151.0,Item is in stock,1608.0
13243,Vulcain,Manual winding,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,2489.0,Item is in stock,343.0
13244,Gucci,Quartz,Steel,Steel,Used (Fair),"Original box, no original papers",Women's watch,420.0,Item is in stock,463.0
13245,Eterna,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,915.0,Item is in stock,
13246,U-Boat,Quartz,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,868.0,Item is in stock,175.0
13247,Dubey & Schaldenbrand,Manual winding,Rose gold,Crocodile skin,Used (Very good),"Original box, no original papers",Men's watch/Unisex,6283.0,Item is in stock,
13248,Luminox,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,1350.0,Item needs to be procured,8544.0
13249,Eberhard & Co.,Automatic,Steel,Rubber,New,"Original box, original papers",Men's watch/Unisex,4718.0,Item is in stock,17.0
13250,Stowa,,,,Like new & unworn,"No original box, no original papers",,890.0,Item is in stock,579.0
13251,Locman,Quartz,Steel,Rubber,Used (Very good),"Original box, no original papers",Men's watch/Unisex,271.0,Item is in stock,
13252,Dior,Quartz,Steel,Steel,Like new & unworn,"Original papers, no original box",Women's watch,4338.0,Item is in stock,
13253,Parmigiani Fleurier,Automatic,Titanium,,Like new & unworn,"Original box, original papers",Men's watch/Unisex,12950.0,Item is in stock,2206.0
13254,Wittnauer,Automatic,Steel,Calf skin,Used (Good),"No original box, no original papers",Men's watch/Unisex,349.0,Item is in stock,902.0
13255,Hanhart,Manual winding,Steel,Leather,Used (Fair),"No original box, no original papers",Men's watch/Unisex,1083.0,Item is in stock,
13256,TAG Heuer,Quartz,,,Used (Very good),"Original box, original papers",Women's watch,1099.0,Item is in stock,14.0
13257,A. Lange & Söhne,Manual winding,Platinum,Leather,Used (Very good),"No original box, no original papers",Men's watch/Unisex,26250.0,Item is in stock,3534.0
13258,Revue Thommen,Automatic,Steel,Steel,Like new & unworn,"Original box, no original papers",Men's watch/Unisex,945.0,Item is in stock,1369.0
13259,TAG Heuer,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,3750.0,Item is in stock,245.0
13260,Sea-Gull,Manual winding,Steel,Textile,New,"Original box, original papers",Men's watch/Unisex,219.0,Item is in stock,2054.0
13261,Chronoswiss,Automatic,Gold/Steel,Leather,Used (Good),"Original box, original papers",Men's watch/Unisex,3633.0,Item is in stock,42.0
13262,Vostok,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,357.0,Item is in stock,805.0
13263,Raymond Weil,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,1895.0,Item is in stock,3088.0
13264,Stowa,Manual winding,Steel,,Used (Very good),"Original box, original papers",Men's watch/Unisex,1042.0,Item is in stock,2482.0
13265,Porsche Design,Automatic,Titanium,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,6000.0,Item is in stock,
13266,Festina,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,270.0,Item is in stock,1608.0
13267,Laco,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,477.0,Item is in stock,250.0
13268,Glycine,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1833.0,Item is in stock,363.0
13269,Jacob & Co.,Automatic,Rose gold,Rubber,Used (Very good),"No original box, no original papers",Men's watch/Unisex,19733.0,Item needs to be procured,203.0
13270,Sinn,Automatic,Steel,Steel,Used (Very good),"No original box, no original papers",Men's watch/Unisex,4869.0,Item is in stock,306.0
13271,Piaget,Automatic,Rose gold,Leather,New,"Original box, original papers",Men's watch/Unisex,18600.0,Item is in stock,249.0
13272,Davosa,Quartz,Steel,Leather,New,"Original box, original papers",Women's watch,401.0,Item needs to be procured,2330.0
13273,Girard Perregaux,Automatic,Steel,Leather,Used (Very good),"Original box, original papers",Men's watch/Unisex,2278.0,Item is in stock,100.0
13274,Alpina,Quartz,Steel,Leather,New,"No original box, no original papers",Men's watch/Unisex,1063.0,Item is in stock,2030.0
13275,Carl F. Bucherer,Automatic,Steel,,Used (Good),"Original box, original papers",,1893.0,Item needs to be procured,590.0
13276,Sector,Quartz,Plastic,Plastic,Like new & unworn,"Original box, original papers",Men's watch/Unisex,116.0,Item is in stock,14642.0
13277,Ernest Borel,Quartz,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,488.0,Item is in stock,313.0
13278,Corum,Automatic,Titanium,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,2950.0,Item is in stock,2206.0
13279,Mido,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1317.0,Item is in stock,252.0
13280,Police,Quartz,Steel,Calf skin,Like new & unworn,"Original box, original papers",Men's watch/Unisex,53.0,Item is in stock,14642.0
13281,Chanel,Quartz,,,Used (Very good),"No original box, no original papers",Women's watch,2135.0,Item is in stock,479.0
13282,Heuer,Manual winding,Steel,,Used (Very good),"No original box, no original papers",Men's watch/Unisex,2429.0,Item is in stock,54.0
13283,Graham,Automatic,Steel,Calf skin,Used (Very good),"Original box, no original papers",,2397.0,Item is in stock,1178.0
13284,Tudor,Automatic,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,3975.0,Item is in stock,
13285,Zeppelin,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,1355.0,Item needs to be procured,401.0
13286,Glycine,Automatic,Steel,Leather,Like new & unworn,"Original box, original papers",Men's watch/Unisex,2745.0,Item is in stock,
13287,Versace,Quartz,,Rubber,New,"Original box, original papers",Men's watch/Unisex,264.0,Item is in stock,376.0
13288,Wittnauer,Manual winding,Steel,Steel,Used (Very good),"Original box, original papers",Men's watch/Unisex,7538.0,Item is in stock,
13289,Wittnauer,Automatic,Steel,,Used (Good),"No original box, no original papers",,3119.0,Item is in stock,9.0
13290,Graham,Automatic,Steel,Rubber,Like new & unworn,"Original box, original papers",Men's watch/Unisex,3899.0,Item is in stock,
13291,Oris,Automatic,Steel,,Used (Very good),"Original box, no original papers",Men's watch/Unisex,1199.0,Item is in stock,14.0
13292,Bremont,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,4664.0,Item is in stock,1.0
13293,Glycine,Automatic,Steel,Rubber,Used (Very good),"Original box, original papers",Men's watch/Unisex,1074.0,Item is in stock,273.0
13294,Movado,Quartz,Steel,Steel,Like new & unworn,"Original box, original papers",Women's watch,695.0,Item is in stock,546.0
13295,TAG Heuer,Automatic,Titanium,Alligator skin,Used (Very good),"Original box, original papers",Men's watch/Unisex,5950.0,Item is in stock,3088.0
13296,Meistersinger,Automatic,Steel,Calf skin,Used (Very good),"No original box, no original papers",Men's watch/Unisex,965.0,Item is in stock,726.0
13297,Waltham,Manual winding,Gold/Steel,,Used (Good),"No original box, no original papers",Men's watch/Unisex,395.0,Item is in stock,1393.0
13298,Chopard,Quartz,Yellow gold,Leather,Used (Very good),"No original box, no original papers",Women's watch,5999.0,Item needs to be procured,522.0
13299,Rolex,Automatic,Steel,Steel,Used (Very good),"Original box, no original papers",Men's watch/Unisex,,,523.0
13300,Boucheron,Quartz,White gold,White gold,Like new & unworn,"Original box, original papers",Women's watch,31528.0,Item available on request,430.0
13301,Paul Picot,,Gold/Steel,Gold/Steel,Used (Very good),"No original box, no original papers",,2592.0,Item is in stock,663.0
13302,Vostok,Automatic,Steel,Leather,New,"Original box, original papers",Men's watch/Unisex,357.0,Item is in stock,805.0
13303,Girard Perregaux,,Steel,,Used (Very good),"Original box, original papers",Men's watch/Unisex,1999.0,Item is in stock,
13304,Carl F. Bucherer,Automatic,Steel,Steel,New,"Original box, no original papers",Women's watch,2220.0,Item is in stock,116.0
13305,Armand Nicolet,Automatic,Steel,Steel,New,"Original box, original papers",Men's watch/Unisex,1838.0,Item is in stock,2053.0
13306,Corum,Manual winding,White gold,,New,"Original box, original papers",Men's watch/Unisex,19950.0,Item is in stock,2206.0
13307,Patek Philippe,Quartz,,Steel,Used (Very good),"No original box, no original papers",,28900.0,Item is in stock,14.0
